Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
200071,2020,10/19/2020,Bristol,199 MERCIER AVE,114870,221000,0.5197,Residential,Single Family,,,,POINT (-72.92949 41.6927)
20774,2020,07/30/2021,East Hartford,442 MAIN ST #809,22230,28000,0.7939,Residential,Condo,,MOBILE HOME,,
20000253,2020,08/20/2021,Granby,68 HARTFORD AVE,122220,251000,0.4869,Residential,Single Family,,,,POINT (-72.78052 41.94695)
201087,2020,8/6/2021,Hartford,97 WESTBROOK ST,54133,130000,0.4164,Residential,Single Family,25 - Other,"PER MLS PROPERTY SELLING ""AS IS""",,
200723,2020,07/30/2021,Glastonbury,40 GREGORY HILL DR,282700,450000,0.6282,Residential,Single Family,,,,
200898,2020,9/8/2021,Enfield,16 BELLE AVE,93420,197000,0.4742,Residential,Single Family,,,,POINT (-72.57795 42.01294)
20155,2020,01/13/2021,Darien,21 PATRICIA LANE,994280,1616000,0.6152,Residential,Single Family,,,,
200125,2020,1/12/2021,Killingly,147 BROAD ST,115290,230000,0.5012,Residential,Single Family,,,,
200174,2020,06/21/2021,East Windsor,9 FIELD CIR,177230,339900,0.521418064,Residential,Condo,,,,
2020341,2020,9/9/2021,Ansonia,14 GARDNERS LA,118300,150000,0.7886,Residential,Single Family,18 - In Lieu Of Foreclosure,,,
200792,2020,4/8/2021,Danbury,41 GOLDEN HILL RD,81200,65000,1.2492,Vacant Land,,25 - Other,ESTATE / RATIO TOO HIGH,,POINT (-73.4642 41.41095)
20099,2020,11/4/2020,East Hartford,111 MILWOOD RD,141620,225000,0.6294,Residential,Single Family,25 - Other,ESTATE/ DEPRESSED SALE,,
200241,2020,08/30/2021,Litchfield,342 GOSHEN RD,182210,375000,0.4858,Residential,Single Family,,,,
200118,2020,11/10/2020,Enfield,5 SHEPARD LA,214980,325000,0.6614,Residential,Condo,,,,
200859,2020,09/20/2021,Glastonbury,72 OLD MUSKET RD,390500,600000,0.6508,Residential,Single Family,,,,POINT (-72.58461 41.692)
200517,2020,09/13/2021,Madison,MAP 71-LOT 1 WARPAS RD,14000,1200000,0.0116,Vacant Land,,28 - Use Assessment,sale of land classified as pa 490 forest,,POINT (-72.62275 41.29947)
200415,2020,04/23/2021,East Haven,10 WHEATON RD,48790,15000,3.252666667,Vacant Land,,25 - Other,ABUTTING REAR PROPERTY,,POINT (-72.85912 41.25788)
200045,2020,06/15/2021,Bridgewater,26 CEDAR HILL ROAD,213400,495000,0.4311,Residential,Single Family,,,,POINT (-73.38176 41.55292)
200207,2020,7/7/2021,Mansfield,1656 STAFFORD RD,88100,204000,0.4318,Residential,Single Family,,,,
200997,2020,5/11/2021,Greenwich,190 HOBART AVENUE,525490,900000,0.5838,Residential,Single Family,25 - Other,NOT LISTED,,POINT (-73.65867 41.01801)
201552,2020,09/21/2021,Danbury,1906 EATON CT,180900,345000,0.5243,Residential,Condo,,K09098-88,,POINT (-73.42621 41.42102)
20364,2020,06/17/2021,Bethel,1308 LEXINGTON BOULEVARD,195300,365000,0.535,Residential,Condo,,,,
201519,2020,8/1/2021,Greenwich,LOT 2 421 FIELD POINT ROAD,905660,2825000,0.320587611,Vacant Land,,,,,POINT (-73.63359 41.01485)
200142,2020,12/7/2020,Farmington,13 WALNUT ST,289960,475850,0.609351686,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION HOUSE,,POINT (-72.87692 41.75514)
200638,2020,08/17/2021,Farmington,17 FIELD STONE RUN,319050,625000,0.5104,Residential,Single Family,,,,
200794,2020,08/24/2021,Glastonbury,224 EASTERN BLVD,408600,750000,0.5448,Commercial,,03 - Inter Corporation,,,
200020,2020,10/8/2020,East Lyme,38 HOPE ST  #34,141540,237500,0.5959,Residential,Condo,,,,
20029,2020,11/10/2020,Derby,217 ELIZABETH ST,93730,150000,0.6248,Residential,Two Family,,,,
200075,2020,10/23/2020,Manchester,293 SPRING STREET,118100,175000,0.6748,Residential,Single Family,25 - Other,EXECUTORS DEED,,
200200,2020,8/11/2021,Essex,35 SUMMIT ST,142000,319000,0.4451,Residential,Single Family,,,,POINT (-72.44576 41.34744)
201381,2020,09/22/2021,Cromwell,27 NORLAND AVE,106610,227000,0.469647577,Residential,Single Family,07 - Change in Property,UPDATE/REMOD NOT REFLECTED IN OUR RECORD,,
200006,2020,10/5/2020,East Haven,47 OREGON AVE,157850,257000,0.6142,Residential,Single Family,,,,
201483,2020,9/7/2021,Danbury,116 COALPIT HILL RD,168400,485000,0.347216495,Residential,Two Family,,K17014,GOOD SALE PER MLS,POINT (-73.43343 41.37889)
200257,2020,11/18/2020,Manchester,128 BRANFORD STREET,98800,185000,0.534,Residential,Single Family,,,,POINT (-72.51296 41.78218)
200359,2020,09/22/2021,Coventry,SOUTH ST,14400,19000,0.7578,Vacant Land,,10 - A Will,P/A/B,,
200310,2020,02/25/2021,Branford,11 KATIE-JOE LANE,324900,410000,0.7924,Residential,Single Family,25 - Other,NOT ON OPEN MARKET/PRIVATE SALE,,POINT (-72.84362 41.26452)
200533,2020,6/1/2021,Glastonbury,222 WILLIAMS ST E UNIT 226,71300,128700,0.554,Residential,Condo,,,,
201347,2020,09/22/2021,Bristol,118 MOODY ST,117950,240000,0.4914,Residential,Single Family,,,,
200083,2020,11/5/2020,Guilford,10 BALDWIN DR,199080,350000,0.5688,Residential,Single Family,,,,
200368,2020,1/4/2021,Bristol,80 NORTH POND ST,89670,145000,0.6184,Residential,Two Family,,,,
200436,2020,7/2/2021,Guilford,554 LAKE DR,190770,331000,0.5763,Residential,Single Family,,,,
2020104,2020,12/16/2020,Berlin,30 BECKLEY ROAD,92700,75000,1.236,Vacant Land,,25 - Other,OTHER,,
200855,2020,04/16/2021,Greenwich,33 RAINBOW DRIVE,672840,1390000,0.484057554,Residential,Single Family,25 - Other,NOT LISTED,,
200163,2020,04/26/2021,Litchfield,1160 BANTAM RD,222110,330000,0.673,Residential,Single Family,,,,POINT (-73.25291 41.72154)
20729,2020,04/28/2021,Hartford,106 NILES ST,58975,260000,0.2268,Residential,Three Family,,,,POINT (-72.70052 41.77056)
2020284,2020,6/7/2021,Berlin,175 HUMMINGBIRD DR,150200,365000,0.411506849,Residential,Single Family,07 - Change in Property,,"UPDATED KITCHEN AND BATHS PER MLS,  ASSESSMENT INCREASED TO $174,500",
20023,2020,2/9/2021,Colebrook,278 COLEBROOK RIVER ROAD,107300,168000,0.6386,Residential,Single Family,,,,
201388,2020,07/13/2021,Greenwich,28 HICKORY DRIVE,605500,1200000,0.5045,Residential,Single Family,,,,
200574,2020,2/8/2021,Danbury,9 CREST RD,180300,324000,0.5564,Residential,Single Family,,G10081,,
200022,2020,10/6/2020,Manchester,503 BUSH HILL ROAD,163000,225000,0.7244,Residential,Single Family,11 - Court Order,DIVORCE,,POINT (-72.54782 41.74044)
2020360,2020,09/21/2021,Ansonia,9 MARSHALL LA,178500,250000,0.714,Residential,Single Family,,,,
200168,2020,12/2/2020,Branford,14 ACETO ST,165100,325600,0.507,Residential,Single Family,,,,POINT (-72.80636 41.28469)
200017,2020,12/29/2020,Chaplin,703 CHAPLIN WOODS RD,65000,100000,0.65,Residential,Condo,,,,POINT (-72.13754 41.76672)
20455,2020,08/18/2021,Bethel,86 COPPER SQUARE DRIVE,311990,529900,0.5887,Residential,Condo,,,,POINT (-73.38574 41.41713)
201046,2020,11/16/2020,Griswold,752 VOLUNTOWN RD,125090,248000,0.504395161,Residential,Single Family,07 - Change in Property,,RENOVATED UNIT PER PERMITS,
200099,2020,12/1/2020,Cheshire,242 GREENBRIAR DR,189490,344900,0.5494,Residential,Single Family,,,,
200273,2020,01/28/2021,Groton,91 BUDDINGTON RD LOT 31,22540,63000,0.3577,Residential,Single Family,,MOBILE HOME,,POINT (-72.0442 41.3492)
200367,2020,03/30/2021,East Haven,54 COE AVE,102810,171000,0.6012,Residential,Single Family,,,,POINT (-72.87092 41.24883)
201158,2020,08/20/2021,Manchester,10 JEAN ROAD,158900,306000,0.519281046,Residential,Single Family,25 - Other,TRUSTEES DEED,,
200767,2020,4/1/2021,Danbury,7 DOGWOOD PARK NO,269900,445976,0.6051,Residential,Single Family,,F09092,,POINT (-73.47976 41.41862)
200180,2020,2/5/2021,Avon,68 STONY CORNERS CIRCLE,260890,370000,0.7051,Residential,Single Family,,,,POINT (-72.84758 41.78662)
200023,2020,02/16/2021,Chaplin,9 RIDGE RD,110600,236677,0.4673,Residential,Two Family,,,,POINT (-72.12901 41.78776)
200571,2020,3/11/2021,Bristol,301 EAST RD,94080,215000,0.437581395,Residential,Single Family,,,,
200162,2020,03/23/2021,Cromwell,90 NOOKS HILL ROAD,112700,140000,0.805,Residential,Single Family,14 - Foreclosure,,,POINT (-72.63647 41.61192)
200087,2020,12/30/2020,Litchfield,26 STODDARD RD,188400,385000,0.489350649,Residential,Two Family,,,,POINT (-73.24383 41.71106)
200020,2020,11/6/2020,Kent,184 COBBLE RD,188100,275000,0.684,Residential,Single Family,,"10/42/33 = 168,800 & 10/42/34 = 19,300",,
200048,2020,11/30/2020,Hebron,87 BURNT HILL RD,129040,258000,0.5001,Residential,Single Family,,,,POINT (-72.38633 41.68868)
2020177,2020,02/26/2021,Berlin,0 CHAMBERLAIN HIGHWAY,8100,170000,0.047647059,Vacant Land,,25 - Other,,RATIO - CORRECT ASSESSMENT?,
20215,2020,12/8/2020,Hartford,205 MAIN ST,581070,685000,0.848277372,Commercial,,,,,POINT (-72.67542 41.75825)
200684,2020,7/6/2021,Enfield,69 OKWOOD ST,128390,293000,0.4381,Residential,Single Family,,,,POINT (-72.54893 42.01083)
201236,2020,07/20/2021,Danbury,10 SOUTH ST 82,132900,270000,0.4922,Residential,Condo,25 - Other,ESTATE / K16163-65,,
201289,2020,7/2/2021,Cromwell,35 MOUNTAIN LAUREL COURT,87360,135000,0.6471,Residential,Condo,,,,
200454,2020,01/13/2021,Manchester,80 LENOX STREET,102500,180000,0.5694,Residential,Single Family,25 - Other,EXECUTORS DEED,,
200018,2020,11/5/2020,Kent,80 NORTH MAIN ST U28,169800,250000,0.6792,Residential,Condo,,,,
20124,2020,12/15/2020,Darien,19 OAKSHADE AVE,688870,1235000,0.5577,Residential,Single Family,,,,POINT (-73.50768 41.07844)
20202,2020,8/4/2021,Burlington,30 DUANE LN,180180,350000,0.5148,Residential,Single Family,,,,POINT (-72.99105 41.79092)
200379,2020,3/5/2021,Enfield,12 THEODORE ST,134280,205000,0.655,Residential,Single Family,,,,POINT (-72.5684 41.9701)
200082,2020,10/30/2020,Enfield,GEORGETOWN DR BGU19,53940,10000,5.394,Residential,Condo,25 - Other,,RATIO - NO SUCH ADDRESS IN ASSESSOR SYSTEM,
200145,2020,5/10/2021,Canton,73 RIVER ROAD,201500,300000,0.6716,Commercial,,,,,POINT (-72.92516 41.82532)
20484,2020,3/3/2021,Hartford,1081 ALBANY AVE,146930,150000,0.9795,Commercial,,10 - A Will,ESTATE SALE,,POINT (-72.69445 41.7815)
200632,2020,02/24/2021,Danbury,14 SOUTH ST 37,137100,275000,0.4985,Residential,Condo,,K16126-37,,
201344,2020,7/6/2021,Greenwich,27 WESTON HILL ROAD,1016050,1660000,0.612,Residential,Single Family,,,,POINT (-73.5744 41.03037)
2000114,2020,1/11/2021,Bloomfield,4 WINGED FOOT BOULEVARD,406490,533000,0.7626,Residential,Condo,,,,POINT (-72.75056 41.81743)
20000132,2020,03/30/2021,Granby,1 HIGH RIDGE DR,199640,334000,0.5977,Residential,Single Family,,,,POINT (-72.80153 41.96408)
200094,2020,11/19/2020,East Lyme,97 W MAIN ST  #44,127890,215000,0.5948,Residential,Condo,,,,POINT (-72.21545 41.32037)
200785,2020,4/7/2021,Danbury,68 VIRGINIA AV #2,140700,230500,0.610412148,Residential,Condo,25 - Other,RELOCATION / I11141-2,,
201070,2020,12/16/2020,Griswold,204 MACKIN DRIVE,639030,1650000,0.3872,Residential,Single Family,,,,
200091,2020,02/25/2021,Easton,304 MOREHOUSE ROAD,222840,480000,0.4642,Residential,Single Family,,,,
20383,2020,3/1/2021,East Hartford,21 SILVER LN B1,69500,100000,0.695,Residential,Condo,,,,POINT (-72.64366 41.7605)
200142,2020,03/29/2021,Litchfield,14 LUZI DR,124250,320000,0.3882,Residential,Single Family,,,,POINT (-73.23371 41.7246)
200338,2020,04/20/2021,Farmington,3 CYPRESS TRAIL,145150,250000,0.5806,Residential,Condo,,,,POINT (-72.87826 41.73214)
200017,2020,10/5/2020,Enfield,580 HAZARD AVE,136790,150000,0.9119,Commercial,,,,,
200050,2020,10/16/2020,Enfield,150 COTTAGE RD,78030,97000,0.8044,Residential,Single Family,,,,
20960,2020,09/30/2021,East Hartford,765 TOLLAND ST,90750,200000,0.4537,Residential,Single Family,,,,POINT (-72.60109 41.7848)
20158,2020,12/28/2020,Bethel,73 ROCKWELL ROAD,164360,230000,0.7146,Residential,Single Family,26 - Rehabilitation Deferred,,,POINT (-73.38332 41.38996)
200587,2020,2/10/2021,Danbury,1103 LARSON DR,189000,329900,0.5729,Residential,Condo,,C15019-70,,POINT (-73.51151 41.38788)
200719,2020,04/26/2021,Bristol,234 MECHANIC ST,127960,210000,0.6093,Residential,Single Family,,,,POINT (-72.91225 41.68138)
200929,2020,06/16/2021,Bristol,796 LAKE AVE,160440,341900,0.4692,Residential,Single Family,,,,POINT (-72.92391 41.64497)
20000179,2020,06/16/2021,Granby,19 HILLYER WAY,341810,595000,0.5744,Residential,Single Family,,,,POINT (-72.82557 41.93273)
20000264,2020,9/2/2021,Granby,25 COOLEY RD,303450,620000,0.4894,Residential,Single Family,,,,
200262,2020,06/25/2021,Coventry,805 PUCKER ST,46800,85000,0.5505,Vacant Land,,,,,POINT (-72.28753 41.73219)
200860,2020,04/26/2021,Danbury,32 COALPIT HILL RD 7,84000,181778,0.4621,Residential,Condo,,J16087-7,,POINT (-73.43796 41.38549)
20349,2020,6/2/2021,Bethel,522 COPPER SQURE DRIVE,213570,370000,0.5772,Residential,Condo,,,,POINT (-73.38432 41.41657)
200019,2020,10/19/2020,Bloomfield,215 CASTLEWOOD DR,118790,177500,0.6692,Residential,Condo,,,,POINT (-72.72595 41.852)
200952,2020,5/4/2021,Greenwich,6 JOFRAN LANE,1774710,2600000,0.6825,Residential,Single Family,,,,
200982,2020,5/10/2021,Greenwich,25 BIRCHWOOD DRIVE,2042140,3100000,0.6587,Residential,Single Family,,,,
200018,2020,11/2/2020,Killingworth,21 OVERLOOK FARMS ROAD,435030,535000,0.813140187,Residential,Single Family,14 - Foreclosure,SALE OUT OF FORECLOSURE,,
200046,2020,02/23/2021,East Granby,31 CHELSEA LANE,106800,157000,0.6802,Residential,Condo,,,,POINT (-72.73699 41.91267)
200398,2020,06/22/2021,Guilford,82 MICHAEL DR,178150,410000,0.4345,Residential,Single Family,,,,
200129,2020,10/26/2020,Danbury,10 GREENLAWN DR,0,115995,0,Residential,Single Family,07 - Change in Property,NEW MOBILE HOME / D15017-192,,POINT (-73.50677 41.38894)
2020340,2020,07/21/2021,Berlin,1 HOTCHKISS STREET,147600,335000,0.4405,Residential,Three Family,,,,POINT (-72.77969 41.63175)
200078,2020,12/28/2020,Essex,7 DICKINSON LN,1095100,3175000,0.344913386,Residential,Single Family,07 - Change in Property,,"PER MLS HAS 5.5 BATHS, FINISHED BASEMENT AND CUSTOM KITCHEN AND BATHS",POINT (-72.3907 41.35542)
20094,2020,11/23/2020,Darien,298 BROOKSIDE RD,1745730,2500000,0.6982,Residential,Single Family,,,,POINT (-73.47216 41.10458)
20247,2020,03/31/2021,Bethel,20 KAREN DRIVE,263900,470000,0.561489362,Residential,Single Family,07 - Change in Property,,,POINT (-73.38475 41.3969)
201029,2020,07/27/2021,Hartford,40 FRANKLIN AVE,66407,270000,0.245951852,Residential,Three Family,,,,
2000282,2020,04/26/2021,Cheshire,355 REDWOOD DR,186810,354900,0.5263,Residential,Single Family,,,,
200621,2020,03/29/2021,Bristol,45 GRIDLEY ST,128660,195000,0.6597,Residential,Three Family,,,,POINT (-72.94995 41.66816)
200123,2020,11/2/2020,Bristol,25 IROQUOIS RD,132300,245000,0.54,Residential,Single Family,,,,
200011,2020,10/14/2020,Bloomfield,89 DUNCASTER RD,225120,425000,0.5296,Residential,Single Family,,,,
200488,2020,9/3/2021,East Lyme,88 LOVERS LN,203980,364900,0.559,Residential,Single Family,,,,
20186,2020,11/30/2020,Hartford,38 ELLSWORTH ST,55510,80000,0.6938,Residential,Single Family,25 - Other,MOTIVATED SELLER BELOW MARKET,,POINT (-72.68462 41.74507)
200109,2020,05/19/2021,Killingworth,13 PARTRIDGE HOLLOW,283050,595000,0.4757,Residential,Single Family,,,,POINT (-72.61404 41.41873)
201317,2020,08/31/2021,Griswold,43 TALCOTT AVE,82110,102000,0.805,Residential,Single Family,,,,
200544,2020,05/25/2021,Enfield,34 KENNEDY DR,179750,400000,0.4493,Residential,Single Family,,,,
200788,2020,05/18/2021,Manchester,189 SOUTH MAIN STREET,229300,221000,1.037556561,Residential,Single Family,14 - Foreclosure,,BANK SALE PER MLS,
200088,2020,11/10/2020,East Haven,63 COLEMAN ST #16,82000,142000,0.5774,Residential,Condo,,,,
200387,2020,1/6/2021,Bristol,WILDEWOOD RUN LOT 50,47530,44900,1.0585,Vacant Land,,,,,
20522,2020,5/7/2021,East Hartford,9 BEDFORD AVE,107940,265000,0.4073,Residential,Single Family,07 - Change in Property,,,POINT (-72.62677 41.73154)
20038,2020,02/17/2021,Ashford,124 SOUTHWORTH DR,131100,150000,0.874,Residential,Single Family,14 - Foreclosure,SELLER WAS FORECLOSING BANK,,
201131,2020,8/3/2021,Bristol,287 TIFFANY LN,173250,350000,0.495,Residential,Single Family,,,,POINT (-72.97885 41.64206)
200107,2020,07/15/2021,Bethany,15 ROLLING GREEN RD,210050,405000,0.5186,Residential,Single Family,,,,
2000409,2020,7/6/2021,Cheshire,60 CONTOUR DR,164280,400000,0.4107,Residential,Single Family,,,,
200879,2020,04/20/2021,Greenwich,26 LADDINS ROCK ROAD,677460,910000,0.7444,Residential,Single Family,10 - A Will,ESTATE SALE,,
200027,2020,01/29/2021,Bridgewater,2 BEAVER POND LANE,713800,1200000,0.5948,Residential,Single Family,28 - Use Assessment,,,POINT (-73.34499 41.56492)
200321,2020,5/12/2021,Madison,350 COPSE RD,333500,500000,0.667,Residential,Single Family,,,,
200178,2020,3/12/2021,Killingly,46 CHESTNUT  ST,141260,260000,0.543307692,Residential,Single Family,07 - Change in Property,,,
200030,2020,11/4/2020,Hebron,5 BANGOR RD,107150,155000,0.6912,Residential,Single Family,01 - Family,FAMILY SALE,,
200044,2020,12/4/2020,Easton,902 SPORT HILL ROAD,331640,615000,0.5392,Residential,Single Family,,,,
200025,2020,01/14/2021,Bridgewater,0 NEW MILFORD RD EAST,200700,300000,0.669,Vacant Land,,,Assessor map 26-51-1,,
20418,2020,07/21/2021,Bethel,13 PLUMTREES ROAD,166390,310000,0.5367,Residential,Single Family,,,,
20763,2020,5/11/2021,Hartford,20 ROCKINGHAM ST,52640,167000,0.315209581,Residential,Single Family,14 - Foreclosure,(NO CONVEYANCE) SALE OF A PREVIOUS FORECLOSURE,,
201101,2020,06/22/2021,Danbury,4 SAMPSON TE,225800,465000,0.4855,Residential,Condo,,K16120-804,,
200676,2020,07/14/2021,Glastonbury,251 HOPEWELL RD,164500,325000,0.5061,Residential,Single Family,,,,POINT (-72.59309 41.66362)
200226,2020,08/18/2021,East Windsor,16 JULIA CRT,91810,170000,0.54,Residential,Condo,,,,POINT (-72.55271 41.91479)
20052,2020,07/13/2021,Andover,39 STANLEY DR,272100,431000,0.6313,Residential,Single Family,,,,
20078,2020,1/7/2021,Burlington,STONE HOUSE LANE 5/03/32/6,79240,95000,0.8341,Vacant Land,,,VACANT LAND,,POINT (-72.67587 41.27728)
20004,2020,10/1/2020,Hartford,356 FRANKLIN AVE #0A10,11515,38000,0.303,Residential,Condo,,,,POINT (-72.67588 41.7403)
200023,2020,10/9/2020,Guilford,592 ROUTE 80,225170,380000,0.5925,Residential,Single Family,,,,
200351,2020,03/25/2021,East Haven,77 MORGAN AVE,196980,500000,0.39396,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS,
20185,2020,01/27/2021,Bethel,20 WILDWOOD CIRCLE,271320,407000,0.666633907,Residential,Condo,11 - Court Order,,,POINT (-73.4138 41.38736)
200025,2020,10/26/2020,East Haddam,34 WOODMONT CIRCLE,206350,337500,0.6114,Residential,Single Family,,,,POINT (-72.37375 41.45588)
200078,2020,5/10/2021,Harwinton,42 FOX HUNT WAY,70990,110000,0.6453,Vacant Land,,,,,
200100,2020,2/9/2021,Essex,38 GROVE ST,241400,710000,0.34,Residential,Single Family,07 - Change in Property,,PER MLS UPDATED KITCHEN AND BATHS PLUS CENTRAL A/C,
20876,2020,9/1/2021,East Hartford,14 PORTERBROOK AVE,77700,170000,0.457,Residential,Single Family,,,,
200672,2020,4/5/2021,Manchester,16 MCKEE STREET,91700,175000,0.524,Residential,Single Family,,,,POINT (-72.54403 41.77348)
200266,2020,4/12/2021,East Lyme,15 CUBLES DR,170730,257000,0.6643,Residential,Single Family,,,,
200261,2020,03/31/2021,Guilford,1362 ROUTE 80,169470,235000,0.7211,Residential,Single Family,01 - Family,,,POINT (-72.72227 41.35199)
200065,2020,12/21/2020,Canton,93 VILLAGE LANE,231270,380000,0.6086,Residential,Single Family,,,,POINT (-72.93743 41.83259)
200731,2020,03/15/2021,Greenwich,35 WILDWOOD DRIVE,938070,1050000,0.8934,Residential,Single Family,,,,POINT (-73.61739 41.02483)
200278,2020,1/12/2021,Enfield,52 S RIVER ST,58980,109000,0.5411,Residential,Single Family,,,,POINT (-72.60368 41.99625)
200156,2020,11/24/2020,Enfield,130 BRAINARD RD,132810,207500,0.64,Residential,Single Family,,,,
200601,2020,6/11/2021,Enfield,15 WINDMILL RD,232370,395000,0.5882,Residential,Single Family,,,,
201481,2020,9/7/2021,Danbury,74 TOPSTONE DR,182400,420000,0.4342,Residential,Single Family,,L14063,,POINT (-73.42118 41.39561)
2020329,2020,07/16/2021,Berlin,1406 CHAMBERLAIN HWY,188500,75000,2.513333333,Commercial,,25 - Other,GAS STATION,"PER MLS CLOSING PRICE = $95,000, ON MARKET ALMOST 4 YEARS, LAST ASKING PRCE WAS $219,000",
200055,2020,11/18/2020,Coventry,RENAYER DR,1300,2000,0.65,Vacant Land,,12 - Non Buildable Lot,I/N/80,,
20168,2020,11/23/2020,Hartford,94 WESTLAND ST,21455,130000,0.165038462,Residential,Three Family,14 - Foreclosure,FORECLOSURE RELATED SALE,,
200157,2020,09/22/2021,Beacon Falls,2 BAYBERRY COURT,0,519900,0,Residential,Condo,07 - Change in Property,New Construction,,
200577,2020,3/12/2021,Bristol,5 HIGH MEADOW LANE,133910,220000,0.6086,Residential,Single Family,,,,
2020084,2020,12/2/2020,Berlin,86 BARKER LANE,314500,529000,0.5945,Residential,Single Family,,,,POINT (-72.81342 41.59455)
200162,2020,4/1/2021,Colchester,143 BULKELEY HILL RD,53500,85000,0.629411765,Vacant Land,,,VACANT LAND,,
20038,2020,10/14/2020,Hartford,66 ROSEMONT ST,46025,196000,0.234821429,Residential,Single Family,,,,
