brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price
MSI,MSI Katana 15,15.6 Inches,Crimson,1 TB,Core i7,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,4.4,831.9
Dell,Latitude 5000,14 Inches,Titan Gray,256 GB,Core i5,8 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,1068.35
MSI,CreatorPro M15 A11UIS-1292US,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Thin Bezel,Dedicated,,,,1250.41
HP,HP Envy,14 Inches,,1 TB,Core i3,8 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader",Integrated,Intel HD Graphics 520,,4.6,1166.47
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1062.02
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1102.96
Dell,Dell Latitude,14 Inches,Burgundy,320 GB,Core i3,2 GB,Windows 7 Home Premium,,Integrated,Intel HD 4000,2.4 GHz,3.0,905.65
HP,14-fq0013dx,14 Inches,Scarlet,,AMD A Series,4 GB,Windows 10 S,,,,,4.3,1117.73
Dell,Precision 3000,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,RTX A500,NVIDIA RTX A500,,0.0,970.38
HP,HP Laptop 15-dy2031nr,15.6 Inches,Maroon,,Core i3,8 GB,Windows 11,,Integrated,,,0.0,829.12
acer,CP311-2H-C3KA,11.6 Inches,Crimson,64 GB,Celeron N,4 GB,Chrome OS,,Integrated,Intel,,4.5,1360.81
HP,056-01-4094,11.6 Inches,,32 GB,MediaTek MT8183,4 GB,Chrome OS,Stereo Speakers,Integrated,MediaTek Integrated,,4.2,690.51
ROKC,,15.6 Inches,Maroon,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1359.45
HP,,15.6 Inches,Red,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1322.26
ROKC,Ideapad 3,15.6 Inches,Red,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,787.1
Lenovo,ThinkBook 14s Yoga G2 IAP,14 Inches,,512 GB,Core i7,16 GB,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,,0.0,764.28
Dell,Dell XPS 17 9720,17 Inches,Platinum Silver,1 TB,Intel Core i9,32 GB,Windows 11 Pro,"Fingerprint Reader, Backlit Keyboard, 32 GB RAM",Integrated,,,,997.17
Dell,Latitude 7000,14 Inches,Carbon Fiber,256 GB,Core i5,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,1222.38
dell,XPS,13.4 Inches,Evo i7-1260P,1 TB,Core i7,16 GB,Windows 11,Backlit Keyboard,Integrated,,,0.0,1387.85
ASUS,,15.6 Inches,,256 GB,Core i3,8 GB,Windows 11 Home,"Full,Nanoedge Bezel",Integrated,,3 GHz,,900.8
DELL,Inspiron,16 Inches,Burgundy,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,886.17
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,631.93
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1402.82
Toughbook,CF-54F9001KM,14 Inches,,512 GB,Core i5,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,Intel HD Graphics 520,,,394.98
Microsoft,Surface Laptop,15 Inches,Maroon,512 GB,Ryzen 7,16 GB,Windows 10 Home,,Integrated,AMD Radeon RX Vega 11,,4.1,649.32
Dell,M,15.6 Inches,Burgundy,1 TB,AMD R Series,32 GB,Windows 11,,GeForce RTX 3070,NVIDIA GeForce RTX 3070,,0.0,950.97
HP,HP ProBook,14 Inches,Red,320 GB,Core i5,4 GB,Windows 7 Professional,,Integrated,Intel HD Graphics 3000,2.5 GHz,5.0,1371.27
Panasonic,Panasonic Toughbook,12 Inches,SILVER BLACK,512,Intel Core i7,16 GB,Windows 10,Pen,Integrated,,,,1249.96
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,848.69
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1262.3
Dell,Precision 7770,17.3 Inches,Burgundy,512 GB,Intel Core i7,64 GB,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX A4500,4.8 GHz,,1176.31
Dell,XPS 17 9700,17 Inches,Red,1 TB,Core i9,32 GB,Windows 10 Home,,NVIDIA RTX 2060,NVIDIA GeForce RTX 2060,,4.1,1361.5
MSI,Modern 14 C13M-621US,14 Inches,Maroon,1 TB,Core i7,16 GB,Windows 11 Home,,Integrated,Intel Iris,,5.0,585.04
Lenovo,ThinkPad P16 Gen 1,16 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,4.5,435.64
acer,C732-C6WU,11.6 Inches,Grey,32 GB,Celeron N3350,4 GB,Chrome OS,Memory Card Slot,Integrated,,,4.4,1256.45
ROKC,,15.6 Inches,Red,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1164.46
HP,,15.6 Inches,Crimson,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1493.37
ROKC,Ideapad 3,15.6 Inches,Maroon,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,907.55
HP,16-f2013dx,16 Inches,,512 GB,Intel Core i7,16 GB,Windows 11 Home,Backlit Keyboard,Dedicated,Intel Iris Xe Graphics,,,1009.95
Dell,Latitude 7000,16 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,1286.19
Lenovo,ThinkPad E15 Gen 4,15.6 Inches,,512 GB,Ryzen 5,16 GB,Windows 11,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,0.0,926.67
Dell,XPS 17 9720,17 Inches,Red,2 TB,Intel Core i9,64 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,4 GHz,5.0,1191.26
DELL,Inspiron,16 Inches,Maroon,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,1388.27
ROKC,,14 Inches,Crimson,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,771.54
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1244.37
Lenovo,300e Chromebook 2nd Gen,11.6 Inches,Black,,Celeron,8 GB,Chrome OS,Anti-glare Screen,UHD Graphics 600,Intel UHD Graphics 600,,,1179.56
Lenovo,Chromebook,11.6 Inches,Black,32 GB,A-Series,4 GB,Chrome OS,Anti-glare,Integrated,,,4.2,904.62
Lenovo,ThinkBook 14 G4 IAP,14 Inches,,256 GB,Core i5,16 GB,Windows 11,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,0.0,1328.58
Dell,G15 5521 Laptop,15.6 Inches,Maroon,1000 GB,Core i7,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3060,,,1166.24
ROKC,,14 Inches,Scarlet,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1150.21
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1085.8
Lenovo,ThinkPad X1 Yoga Gen 7,14 Inches,,256 GB,Core i5,16 GB,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,,0.0,788.2
Lenovo,Lenovo Flex 5 2 in 1,14 Inches,,256 GB,Ryzen 3 4300U,4 GB,Windows 10,Dolby,Integrated,Integrated AMD Radeon Graphics,,4.2,767.8
ASUS,ROG Strix Scar GL703GE,17.3 Inches,Crimson,1000 GB,Core i7,16 GB,Windows 10 Home,,Dedicated,NVIDIA GeForce GTX 1050 Ti,,4.3,703.62
ROKC,,14 Inches,Crimson,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1411.04
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1080.54
Lenovo,ThinkPad P15s Gen 2,15.6 Inches,Black,1 TB,Core i7 Family,32 GB,Windows 10 Pro,Anti-glare Screen,Quadro T500,,,1.0,1098.5
IVIEW,IVIEW MEGATRON 4G,14.1 Inches,Scarlet,64 GB,Intel Celeron D,4 GB,Windows 10 Pro,,Integrated,Embedded,,3.1,1358.8
MSI,CPROM15843,15.6 Inches,Scarlet,1 TB,Core i7 Family,16 GB,Windows 11 Pro,,"Integrated, Dedicated",NVIDIA GeForce GTX 1050,,,1085.72
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,947.7
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,895.2
Dell,Latitude 7420,14 Inches,,,Core i5,16 GB,Windows 10 Pro,Anti Glare,Integrated,Intel Iris Xe Graphics,,,1192.72
HP,ZBOOK 17 G3,17.3 Inches,Burgundy,1000 GB,Core i7,16 GB,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,,Integrated,Integrated Graphics,,1.0,1112.81
Lenovo,300e-convertible,11.6 Inches,Crimson,64 GB,Celeron N3450,4 GB,Windows 10 Home,,Integrated,Intel HD Graphics 500,,4.0,703.43
acer,Acer Swift,14 Inches,,512 GB,Intel Core i7-1165G7,8 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader",Integrated,Intel Iris Xe Graphics,,2.9,761.82
MSI,,15.6 Inches,Scarlet,,,32 GB,,,,,,,970.98
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1201.72
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,578.47
Dell,Latitude 7000,14 Inches,,256 GB,Core i5,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,1164.25
Dell,Dell G16 7620,16 Inches,Obsidian Black,1 TB,Intel Core i7,32 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,1106.83
MSI,CreatorPro X17 A12UKS-059,17.3 Inches,Scarlet,1 TB,Core i9,32 GB,Windows 11,,Dedicated,NVIDIA Quadro RTX 3000,,0.0,1307.21
Lenovo,Lenovo Ideapad,15.6 Inches,Red,256 GB,Core i3,4 GB,Windows 11 Home in S Mode,,Integrated,,2.4 GHz,3.7,1049.2
Dell,Alienware m18 Laptop,18 Inches,Maroon,2000 GB,Core i9,64 GB,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX 4080,,,1130.61
MSI,,15.6 Inches,Crimson,,,32 GB,,,,,3.5 GHz,5.0,1013.6
Dell,Latitude 7320 Detachable 2-in-1,13 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,3.0,855.84
ASUS,E410MA-TB.CL464,14 Inches,Crimson,64 GB,Celeron,4 GB,Windows 11 S,,Integrated,Intel UHD Graphics 600,1.1 GHz,4.6,925.43
ROKC,,15.6 Inches,Crimson,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,929.54
HP,,15.6 Inches,Burgundy,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,996.55
ROKC,Ideapad 3,15.6 Inches,Maroon,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,614.23
ROKC,,14 Inches,Scarlet,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,723.58
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1234.48
HP,HP Stream,11.6 Inches,Red,32 GB,Others,4 GB,Windows 10,,Integrated,,1 GHz,4.8,1130.07
Lenovo,Lenovo Ideapad,15.6 Inches,Crimson,256 GB,Core i3-10110U,8 GB,Windows 10,,Integrated,Intel UHD Graphics,,4.5,1261.64
Toughbook,CF-20 MK1,10.1 Inches,,256 GB,Core M Family,8 GB,Windows 10 Pro,Backlit Keyboard,Integrated,Intel HD Graphics 515,,,835.19
Lenovo,ThinkBook 14 Gen 4,14 Inches,Mineral Grey,2 TB,Core i7 Family,16 GB,Windows 11 Pro,Anti-glare,Integrated,,,,371.24
ROKC,,14 Inches,Burgundy,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,648.18
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,550.79
Dell,XPS 9530 Laptop,15.6 Inches,Scarlet,1000 GB,Core i7,64 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4050,,,1306.03
Dell,Dell Inspiron 15 3525 Laptop,15.6 Inches,Burgundy,2 TB,Ryzen 7,64 GB,Windows 11 Home,,Integrated,AMD Radeon,,4.1,902.66
Dell,Latitude 5440,14 Inches,,512 GB,Core i7 Family,32 GB,Windows 11 Pro,"Anti-glare,Backlit Keyboard",Integrated,intel,,,771.71
MSI,GL66 12UGKV,15.6 Inches,Core Black,2 TB,Core I7 11800H,64 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Numeric Keypad",Dedicated,,,4.8,1604.52
ROKC,,14 Inches,Scarlet,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1069.22
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1410.65
hp,HP Stream,11.6 Inches,White,32 GB,Celeron N4000,4 GB,Windows 10 S,Anti Glare Coating,Integrated,,,4.2,691.21
Dell,Latitude 7000,13.3 Inches,Carbon Fiber,512 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,881.5
Dell,Latitude 9000,14 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,"Anti-reflection, Anti-smudge, Corning Gorilla Glass, Anti-glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,,,689.36
Dell,Latitude,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Information Not Available,Integrated,,,,1150.05
Dell,Alienware m17 Ryzen Edition R5 Laptop,17.3 Inches,Scarlet,2000 GB,AMD Ryzen 7,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070 Ti,,5.0,1224.66
ASUS,TAICHI21,11.6 Inches,Red,128 GB,Core i5-3317U,4 GB,Windows 8,,Integrated,Intel HD Graphics 4000,,3.5,957.98
XPG,Xenia 15G,15.6 Inches,,,Core i7,32 GB,Windows 11 Home,Backlit Keyboard,Dedicated,NVIDIA GeForce RTX,,5.0,1115.89
HP,HP Pavilion i7-1065G7 FHD Touch,15.6 Inches,Silver,1 TB,Core i7,12 GB,Windows 10,"Backlit Keyboard,Numeric Keypad",Integrated,,,3.4,1466.17
ROKC,,15.6 Inches,Red,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1327.21
HP,,15.6 Inches,Red,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,980.86
ROKC,Ideapad 3,15.6 Inches,Scarlet,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1369.89
Dell,KX9W6,13.3 Inches,Burgundy,512 GB,Intel Core i7,16 GB,Windows 10 Pro,,Integrated,,1.8 GHz,5.0,1334.06
Dell,XPS 9720,17 Inches,Platinum Silver,4 TB,Core i7 Family,64 GB,Windows 10 Pro,"Backlit Kb,Fingerprint",Dedicated,,,,982.01
Lenovo,Lenovo ThinkPad T14 Gen 3,14 Inches,Thunder Balck,4 TB,Core i7 Family,48 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, TrackPoint, Backlit Keyboard, Anti Glare Coating",Integrated,,,,1240.95
DELL,Inspiron,16 Inches,Scarlet,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,1132.64
ROKC,,14 Inches,Scarlet,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1101.84
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,989.74
Dell,,15.6 Inches,Burgundy,2 TB,Core i5,32 GB,Windows 11 Home,,Intel UHD Graphics,Intel UHD Graphics,4.2 GHz,,721.65
Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,,812.39
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1049.46
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1264.99
Dell,XPS 9315 2-in-1,13 Inches,Maroon,1000 GB,Core i7,16 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,816.02
Dell,Alienware X14 Laptop,14 Inches,Maroon,1000 GB,Core i7,12 GB,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 3060,,,845.02
Dell,LATITUDE E6540,15.6 Inches,Red,500 GB,Core i7,16 GB,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,,,826.9
Lenovo,Lenovo IdeaPad 1,14 Inches,,128 MB,,4 GB,Windows,"Anti-glare,Hd Audio",Integrated,Intel UHD Graphics 605,1.1 GHz,4.3,760.39
ROKC,,15.6 Inches,Scarlet,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1138.92
HP,,15.6 Inches,Crimson,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,647.06
ROKC,Ideapad 3,15.6 Inches,Red,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1409.53
Lenovo,Legion 5 Pro,16 Inches,Maroon,512 GB,AMD Ryzen 7 5800H,16 GB,Windows 11 Home,,Dedicated,AMD Radeon RTX 3070,3.2 GHz,,1774.99
Gigabyte,AORUS 17 XE4-73US514SH,17 Inches,Maroon,1 TB,Intel Mobile CPU,16 GB,Windows 11 Home,,Dedicated,,,4.0,793.01
Lenovo,ThinkPad P14s Gen 2,14 Inches,Black,512 GB,Ryzen 7,16 GB,Windows 11 Pro,Anti-glare Screen,Radeon Graphics,,,,1194.41
Apple,MacBook Pro,13 Inches,Scarlet,512 GB,Apple M1,16 GB,macOS 12 Monterey,,Integrated,,3 GHz,1.0,913.34
Dell,Latitude 9000,14 Inches,Graphite,512 GB,Core i7,16 GB,Windows 10 Pro,"Corning Gorilla Glass 6, Anti-reflection, Anti-smudge",Iris Xe Graphics,,,,1086.75
Dell,Latitude 3000,14 Inches,Burgundy,256 GB,Intel Core i5-1135G7,8 GB,Windows 10 Pro,,Iris Xe Graphics,Intel Iris Xe Graphics,,1.7,1038.42
Lenovo,,13.3 Inches,Scarlet,256 GB,,8 GB,Windows 10,,Integrated,Intel HD Graphics 5300,,3.0,819.65
Dell,Latitude 7410 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,5.0,846.33
DELL,Inspiron,16 Inches,Maroon,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,699.67
ROKC,,14 Inches,Burgundy,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1262.94
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,495.35
Dell,Latitude,15.6 Inches,Silver,512 GB,Core i5 Family,32 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,,888.49
Lenovo,Yoga C940-14IIL,14 Inches,Gray,512 GB,Core i7-1065G7,8 GB,Windows 10,"Fingerprint Reader,Pen",Integrated,,,4.0,966.36
ASUS,ASUS Rog Strix,15.6 Inches,Electro Punk,512 GB,Corei7-10750H,8 GB,Windows 10,Rgb Backlit Keyboard,Dedicated,,,5.0,1061.46
acer,Chromebook 315 CB315-4H,15.6 Inches,Burgundy,,Celeron,4 GB,Chrome OS,,UHD Graphics,Intel UHD Graphics,1.1 GHz,4.5,1058.73
ROKC,,14 Inches,Scarlet,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,835.33
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,577.04
Lenovo,Lenovo Slim 3i Chromebook,14 Inches,Burgundy,,Intel Atom,4 GB,Chrome OS,,Integrated,,,,1139.76
HP,17-by4013dx,15.6 Inches,Red,256 GB,Athlon Silver 3050U,8 GB,Windows 11 Home,,Integrated,AMD Radeon Graphics,,4.5,1106.01
Lenovo,Chromebook Flex 5,13.3 Inches,Graphite Grey,64 GB,Core i3-10110U,4 GB,Chrome OS,"Anti-glare,Backlit Keyboard,Narrow Bezels",Integrated,,,5.0,1019.46
Dell,Latitude 5320 2-in-1,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,3.4,977.01
Dell,Latitude 5430 Laptop,14 Inches,Maroon,1000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,5.0,1039.13
ASUS,ASUS Chromebook C423,14 Inches,Silver,32 GB,Celeron,4 GB,Chrome OS,"Anti-glare,Ultra-narrow Bezel",,Intel HD Graphics 500,,4.2,1297.93
ROKC,,15.6 Inches,Scarlet,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1105.69
HP,,15.6 Inches,Maroon,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,859.97
ROKC,Ideapad 3,15.6 Inches,Red,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,714.39
ASUS,P1512CEA-XS51,15.6 Inches,Scarlet,256 GB,Core i5 Family,8 GB,Windows 11 Pro,,Integrated,,2.4,,868.06
Lenovo,T450,14 Inches,,256 GB,Core i5 5300U,16 GB,Windows 10 Home,Speakers,Integrated,Intel HD 5500,,5.0,750.55
Dell,xps 15 7590,15.6 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,"Anti-glare,Backlit Keyboard,Fingerprint Reader",NVIDIA GeForce GTX 1650 4GB,Dedicated,,3.5,814.56
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1023.9
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1219.86
HP,,15.6 Inches,Crimson,512 GB,,,,,,Intel Iris,,5.0,1024.66
Lenovo,ThinkPad T15g Gen 2,15.6 Inches,Scarlet,1 TB,Core i9,32 GB,Windows 10 Pro,,GeForce RTX 3080,NVIDIA GeForce RTX 3080,,4.5,1307.44
ROKC,,14 Inches,Scarlet,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1115.19
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,706.81
Dell,XPS 9320 Laptop,13.4 Inches,Crimson,512 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1376.74
Dell,Precision 3000,15.6 Inches,Titan Gray,512 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,T550,,,,1106.66
Lenovo,Lenovo Thinkpad,14 Inches,Burgundy,256 GB,Core i5,8 GB,Windows 11,,Integrated,Intel HD Graphics 520,2.4 GHz,0.0,750.15
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,937.41
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,532.32
HP,ZBook Firefly 16 G9,16 Inches,,512 GB,Core i7,32 GB,Windows 11 Pro,Anti-glare Screen,"T500,Iris Xe Graphics",NVIDIA Intel T500 Iris Xe Graphics,,,1016.91
Dell,Precision 7770,17.3 Inches,,512 GB,Core i7 Family,64 GB,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA RTX A4500 16GB GDDR6 (4DP),,,1384.4
ROKC,,14 Inches,Scarlet,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1576.22
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,961.72
Panasonic,Panasonic Toughbook,13.1 Inches,silver/black,250 GB,Core i5,4 GB,Windows 7,Water Proof,Integrated,,,2.7,1199.57
acer,Chromebook,15.6 Inches,Burgundy,,Celeron 3205U,4 GB,Chrome OS,,Integrated,Intel HD Graphics,1.5 GHz,3.6,1243.32
Dell,i3500-7722BLK-PUS,15.6 Inches,Black,512 GB,Corei7-10750H,16 GB,Windows 10 Home,Anti-glare,NVIDIA GeForce RTX2060,,,4.3,1036.04
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1086.01
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,986.21
Dell,Dell Inspiron 16 5625,16 Inches,Burgundy,1000 GB,AMD Ryzen 7,16 GB,Windows 11 Home,,Integrated,AMD Radeon Graphics,,5.0,948.53
MSI,Summit E14Evo A12M-026,14 Inches,Maroon,512 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,,855.16
Microsoft,Laptop 4 13 i5/8GB/512GB ICE BLUE,13.5 Inches,Ice Blue,512 GB,Intel Core i5,8 GB,Windows 10 Home,Dolby,Integrated,,,4.4,675.55
Dell,Latitude 7000,14 Inches,,512 GB,Core i7,32 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,,,,1069.23
ROKC,,15.6 Inches,Burgundy,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,675.87
HP,,15.6 Inches,Red,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,896.39
ROKC,Ideapad 3,15.6 Inches,Crimson,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1200.6
HP,HP EliteBook,14 Inches,Red,256 GB,Core i5,8 GB,Windows 10 Pro,,Integrated,,2.4 GHz,,984.57
